date,username,post content,quoted user
2018-10-16 23:34:00,mami5,"Thank you Mayflower and Aurelius.....your kind words and support mean so much to me right now (Hug)I phoned drop-in today. Needed to apologise to the staff member for last week. I had made her worry about me and felt guilty about it. I wanted to make sure we were still friends. Told her I wasn't seeking forgiveness because I knew I didn't deserve it.....but she said she had.....and not only that....she had forgotten all about it. She asked me if I was going in tomorrow and I told her I was seeing RASA. She offered to come with me.....I thanked her but declined. Told her this was something I had to do on my own......she said she thought that was very brave of me. I don't feel brave though......exact opposite....I'm absolutely bricking it!! She's asked me to pop in to see her afterwards.....or at least phone her.....just in case it upsets me or affects me in any way. I agreed to.....and thanked her.Really not looking forward to tomorrow. Already suffering badly with flashbacks.....and I haven't started yet! (Crying) I'm trying to turn things round and look at this in a positive way by reminding myself that I am the one who wanted, and still want, this, have been waiting months for it and it is finally happening. Although it is going to be very difficult and painful.....I need to do this to get better. Just over 3 years ago psychologist picked at the scab, made the wound bleed .....and left it. All he did was cover it in plaster....not sure if it was meant to be a case of out of sight out of mind....but it didn't work. Instead, the wound kept bleeding.....and became infected. Now the time has come to remove that plaster....dig in and clean out that wound. Hopefully this will allow it to heal once and for all. There will be no scab for anyone to pick at again....instead there will be a nice clean scar. What happened....cannot be undone....but a scar is better than a scab....and cannot be opened by picking at it. (Wink)",
2018-10-17 00:11:00,Aurelius,"Even if you do not feel that way,  you are very brave Mami!!  I hope tomorrow goes well for you at RASA and it is good to know that your 'friend' will be there for you afterwards if you need her. Big hugs and try to get some sleep tonight - although that may not be easy.",mami5
2018-10-17 23:22:00,mami5,"Thank you Aurelius (Hug)I did manage to get a bit of sleep last night....I had saved some Temazepam to make sure (Smile)My appointment was very difficult for a first one. There was a lot of paperwork to do.....and some of the questions were quite intrusive, painful and triggering. The counsellor was very good. Turns out we've met before......for a while....years ago. It came as quite a shock and really shook me for a while.....wasn't expecting that at all. Worked out ok in the end though. Think we both agreed that it could benefit us both..... and I'll find it easier to trust her. I'm seeing her again next week.Went to drop-in afterwards to talk to staff. She was very proud of me and said this could be the beginning of me getting better (Smile) Think it will be good for me to have her there to support me through this too.Although I slept a bit last night I've been awake since the early hours......and feel very, very tired now.",
2018-10-17 23:29:00,Mayflower7,"Hi Mami,I'm proud of you too, your a star.Well done for getting this far, glad you like your new counsellor.It must have been exhausting for you.Hope you can get some sleep tonight.Your on the first steps to recovering I really hope.Take care Hun.",
2018-10-17 23:47:00,Aurelius,I am so pleased to day worked out for you 'Mami the Very Brave'. It is really good that you have found a counsellor who seems to be so right for you. It says a lot about who you are that the member of staff at the drop-in centre wishes to be there for you through what may be a difficult and challenging time - as well as a healing one. You deserve all the sleep you can get tonight!!,mami5
2018-10-18 23:34:00,mami5,"Thank you Mayflower and Aurelius (Hug)Today has been difficult.Quite emotional....but no tears. (Low)Many suicidal thoughts and urges.Extremely tired.Numb....yet pain....how is this possible?Mixed thoughts.Need....want....to seek support.....but have no idea how.How can I explain to someone else how I feel.....or what's going on....when I have no clue myself?Can't process anything. Brain not working.Should start my first assignment .....but have no motivation, interest.....or anything.",
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
2018-10-19 22:24:00,mami5,Still strugglingHas been a busy day.Not a lot done though.Considering stopping my degree course.Seriously considering something else to be honest.Feel so suicidal.,
2018-10-19 23:01:00,Mayflower7,"Hi Mami,Here for you, sorry your feeling suicidal.Don't consider suicide, is there anyone you can phone?Can you go back to your degree course after a few years maybe?You've been thru such a lot.Take care",
2018-10-20 01:19:00,Aurelius,"Mami, it was always going to be really tough after yesterday - so do not be hard on yourself for feeling the way you do. Compared to everything else that is going on in your life, you should let your course be your least worry - so do not let it get you down.Try to get some sleep - so you wake up feeling safe and warm in your bed tomorrow!!",mami5
2018-10-20 16:54:00,LucyInTheSkyWithDiamonds,"Hang in there, mami, we're here for you. It'll pass and get better.",
2018-10-20 22:54:00,mami5,"Thank you so much Mayflower, Aurelius and Lucy (Group Hug)My current coursework doesn't worry me so much. I am now doing the compulsory psychology module which I'll have to continue at level 2 and 3. I don't mind it, it's ok.......but.....at level 2 I will be expected to sit an exam! I won't be able to (Low) Exams do not test knowledge or understanding of a given topic....instead it test your memory of it, at that given time. My memory, however, is not as good as it used to be when younger.....on top of this it is affected badly by my MHI, med's side effect and not to mention my anxiety will be through the roof. I am now thinking what's the point continuing if I can't manage to complete it? Why put myself through all the stress for nothing??Today has been productive. Have managed to do most of my first assignment. Not putting too much effort in.....no point.Am in a lot of pain tonight (Crying)Prepared to do anything to get a good night's sleep tonight.",
2018-10-20 23:07:00,Mayflower7,"Hi Mami,I'm so sorry your in pain, have you got some analgesia that you can take?Hope you can continue your course, I always got really nervous for exams.Felt amazing afterwards for achieving something.Hope you sleep tonight.Take care",
2018-10-21 00:22:00,Aurelius,"Mami, I am glad that you have had a positive day day with your assignment. Do not worry about the exam, as whatever you are learning should be for your benefit and interest. If it adds to your knowledge and life, that is what matters - our lives and what adds value to them cannot be measured by exams.I hope the pain eases or you can lessen it enough to get a good and safe night's sleep.....",mami5
2018-10-22 22:28:00,mami5,Not a good day.Been thinking a lot. Have decided.......I cannot go on.Think today is as good a day as any....Too tired to fight anymoreI'm so sorry,
2018-10-22 22:42:00,Aurelius,"Mami, I hope you can stop fighting without having to die. I hope you can step away from struggling for awhile - and decide to rest and to indulge yourself - and decide this time not to feel guilty about it or that you have somehow failed. Try to sleep safely and from tomorrow give yourself a break - even if it means allowing yourself to enjoy a prolonged comfort eat or something else you enjoy - you have a right to a life that feels worthwhile....",mami5
2018-10-22 23:22:00,Aurelius,"Mami, if you find you cannot lift yourself out of this - please, please ring Samaritans on 116 123 or your crisis team or 111.....",mami5
